Temperature,DewPoint,Humidity,Load
23.74,23.36,18.43,4303.63
23.41,23.07,18.11,4120.46
23.29,22.94,17.95,4004.29
24.4,23.23,18.25,3891.02
25.88,23.29,18.3,3894.4
27.29,23.46,18.48,3967.82
28.47,23.68,18.74,4224.73
29.53,23.93,19.04,4586.45
30.38,24.16,19.31,4511.57
31.04,24.3,19.49,4529.27
31.31,24.37,19.58,4406.32
31.26,24.47,19.72,4465.35
30.69,24.81,20.14,4555.36
29.79,25.17,20.58,4539.15
28.35,25.49,20.97,4524.13
26.87,25.42,20.87,4455.1
26.18,25.18,20.55,4479.6
25.66,24.9,20.2,4314.26
25.26,24.61,19.83,4237.41
24.91,24.32,19.49,4363.63
24.65,24.09,19.23,4407.06
24.42,23.91,19.01,4236.39
24.25,23.78,18.86,3988.02
24.19,23.69,18.78,3806.41
24.16,23.65,18.73,3644.49
24.1,23.63,18.69,3534.14
24.13,23.65,18.72,3503.36
24.88,24.1,19.22,3463.38
26.25,24.98,20.28,3482.84
27.69,25.73,21.22,3490.98
28.68,25.85,21.37,3642.7
29.19,25.48,20.89,3874.81
29.41,25.24,20.6,3958.08
29.44,25.14,20.5,4017.21
29.32,25.08,20.43,3940.36
28.9,25.06,20.43,4010.57
28.43,25.12,20.51,4068.1
27.84,25.19,20.61,4068.69
26.96,25.12,20.52,4096.99
26.05,24.82,20.14,4064.89
25.66,24.5,19.75,4116.43
25.35,24.28,19.47,3978.54
25.13,24.1,19.26,3827.78
24.93,23.9,19.04,3884.97
24.72,23.69,18.81,3873.18
24.52,23.53,18.62,3715.76
24.36,23.43,18.53,3543.3
24.24,23.4,18.49,3381.63
24.07,23.33,18.4,3253.26
23.92,23.22,18.29,3173.14
23.79,23.14,18.2,3168
24.04,23.27,18.33,3256.61
24.88,23.78,18.92,3310.8
26.14,24.36,19.58,3406.4
27.07,24.8,20.11,3743.22
27.71,25.15,20.53,4150.12
28.07,25.38,20.83,4412
28.29,25.52,21.04,4509.24
28.51,25.59,21.13,4433.08
28.65,25.67,21.24,4587.71
28.56,25.78,21.41,4702.69
28.24,25.74,21.38,4692.14
27.51,26.01,21.72,4657.36
26.65,25.33,20.83,4605.56
26.51,25.06,20.49,4596.43
26.25,24.97,20.36,4436.34
25.95,24.84,20.2,4311.91
25.71,24.74,20.07,4392.73
25.52,24.66,19.97,4412.62
25.47,24.63,19.94,4219.05
25.37,24.59,19.91,3912.78
25.12,24.5,19.83,3623.15
24.93,24.37,19.68,3467.21
24.79,24.24,19.52,3356.78
24.68,24.13,19.39,3350.51
24.94,24.25,19.52,3418.96
25.7,24.64,19.97,3542.5
26.91,25,20.42,3737.97
28.3,25.27,20.73,4152.71
29.59,25.5,21.03,4662.28
30.43,25.63,21.2,4895.9
30.83,25.7,21.29,4943.02
30.99,25.74,21.36,4769.18
30.75,25.81,21.47,4900.98
30.31,26.07,21.81,5060.37
29.67,26.23,22.03,5013.13
28.77,26.58,22.5,4868.53
27.75,26.44,22.27,4729.41
27.43,26.22,21.99,4747.18
27.13,26.02,21.71,4566.66
26.85,25.84,21.49,4408.04
26.59,25.74,21.36,4494.29
26.4,25.7,21.29,4510.66
26.23,25.67,21.26,4308.03
26.09,25.63,21.23,4081.26
25.99,25.57,21.15,3872.03
25.86,25.46,21.02,3708.66
25.74,25.32,20.84,3577.29
25.61,25.18,20.67,3537.24
25.88,25.3,20.81,3530.28
26.57,25.59,21.14,3561.09
27.59,25.77,21.37,3573.94
28.74,25.66,21.22,3848.22
29.84,25.59,21.13,4258.21
30.46,25.42,20.92,4465.35
30.64,25.33,20.81,4536.23
30.66,25.29,20.77,4415.11
30.58,25.25,20.74,4414.65
30.44,25.26,20.77,4404.55
30.07,25.73,21.38,4344.1
29.29,25.64,21.27,4282.66
28.15,26.05,21.78,4242.97
27.83,25.61,21.2,4343.44
27.56,25.35,20.85,4269.23
27.26,25.2,20.68,4204.91
26.85,25.23,20.7,4288.44
26.42,25.26,20.75,4338.29
26.09,25.16,20.62,4269.79
25.76,24.96,20.39,4006.66
25.55,24.76,20.15,3744.41
25.45,24.53,19.86,3604.8
25.35,24.31,19.59,3473.42
25.13,24.23,19.49,3433.05
26.22,25.04,20.47,3410.78
28.15,24.87,20.25,3414.86
29.31,24.27,19.52,3461.14
30.18,24.35,19.59,3635.7
30.74,24.48,19.76,3934.47
31.11,24.61,19.91,4163.58
31.33,24.68,20.01,4244.49
31.43,24.75,20.1,4136.44
31.31,24.67,20.02,4271.84
31.26,24.67,20.04,4340.82
31.02,25.08,20.55,4304.05
30.38,24.91,20.39,4258.7
29.14,25.14,20.62,4213.36
28.79,24.6,19.94,4427.95
28.38,24.4,19.68,4495.06
27.83,24.33,19.59,4568.09
27.1,24.4,19.68,4741.77
26.45,24.42,19.7,4814.78
25.96,24.4,19.66,4619.59
25.57,24.34,19.6,4342.2
25.28,24.32,19.57,4118.59
25,24.26,19.52,3951.16
24.73,24.21,19.44,3807.8
24.54,24.18,19.4,3744.78
25.65,24.62,19.91,3756.13
27.21,25.25,20.67,3845.74
29.34,25.71,21.26,4025.16
30.89,26.09,21.72,4405.38
31.86,26.34,22.07,4850.89
32.45,26.44,22.21,4958.78
32.82,26.38,22.14,5030.96
32.98,26.23,21.97,5019.93
32.86,26.07,21.76,5220.58
32.43,26.28,22.06,5330.14
32.05,26.3,22.1,5273.11
31.01,26.27,22.07,5160.74
29.62,27.3,23.42,5032.26
28.95,26.94,22.92,5101.65
28.4,26.66,22.52,5113.07
28,26.48,22.27,5195.8
27.61,26.32,22.06,5432.79
27.22,26.14,21.82,5455.31
26.93,25.98,21.61,5197.85
26.78,25.92,21.53,4874.16
26.62,25.88,21.48,4582.48
26.41,25.79,21.36,4365.85
26.21,25.66,21.2,4179.75
26.06,25.55,21.03,4088.83
26.8,25.81,21.36,4036
27.84,26.32,22,4032.32
29.45,26.54,22.29,4117.01
30.63,26.57,22.33,4464.6
31.36,26.66,22.45,4927.78
31.83,26.76,22.61,5102.7
31.99,26.75,22.61,5193.22
31.96,26.66,22.51,5115.88
31.59,26.57,22.42,5313.1
31.07,26.64,22.52,5508.77
30.3,26.79,22.72,5427.85
29.15,27.06,23.07,5266.86
27.9,26.64,22.5,4903.44
27.45,26.25,21.97,4710.48
27.09,25.99,21.62,4625.66
26.67,25.82,21.39,4576.53
26.31,25.66,21.19,4944.62
26.08,25.49,20.97,5056.02
25.9,25.33,20.77,4817.31
25.74,25.18,20.61,4504.99
25.68,25.12,20.53,4287.75
25.74,25.12,20.55,4081.38
25.78,25.14,20.57,3937.01
25.68,25.03,20.42,3834.44
26.01,25.14,20.53,3814.47
26.94,25.4,20.85,3858.49
28.12,25.5,20.97,3966.08
29.21,25.44,20.9,4327.86
29.96,25.39,20.83,4715.01
30.5,25.28,20.71,4855.41
30.8,25.18,20.61,5007.36
30.86,25.12,20.55,4899.48
30.78,25.07,20.51,5122.65
30.41,25.21,20.68,5090.27
29.76,25.51,21.04,4982.78
28.49,25.93,21.58,4890.07
27.18,25.77,21.38,4761.57
26.71,25.53,21.05,4810.38
26.36,25.33,20.79,4690.36
26.07,25.15,20.58,4642.74
25.77,25.02,20.41,4851.06
25.5,24.91,20.28,4998.74
25.28,24.8,20.15,4778.47
25.12,24.66,20.01,4515.98
24.98,24.53,19.85,4287.68
24.85,24.42,19.72,4070.11
24.76,24.35,19.62,3921.9
24.72,24.3,19.55,3833.73
25.6,24.63,19.94,3815.77
26.98,25.14,20.56,3858.43
28.46,25.3,20.73,3973.71
29.22,25.36,20.79,4334.42
29.76,25.36,20.81,4780.68
30.13,25.34,20.81,4958.42
30.37,25.37,20.85,4913.4
30.46,25.36,20.87,4807.11
30.26,25.35,20.87,5017.93
29.68,25.43,21,5151.94
28.86,25.63,21.24,5095.33
27.84,25.98,21.69,4972.65
27.07,25.62,21.23,4812.37
26.77,25.48,21.03,4955.71
26.52,25.37,20.88,4861.59
26.23,25.24,20.71,4842.73
25.97,25.13,20.56,5030.8
25.74,25.02,20.41,5094.82
25.59,24.93,20.3,4856.89
25.38,24.75,20.08,4592.27
25.11,24.56,19.87,4334.72
24.86,24.39,19.66,4121.83
24.67,24.23,19.47,3888.15
24.55,24.1,19.32,3749.83
25.21,24.42,19.69,3771.29
26.49,24.94,20.31,3815.22
27.81,24.84,20.17,3943.63
28.57,24.61,19.9,4285.67
29.11,24.5,19.76,4726.63
29.54,24.58,19.87,4916.89
29.84,24.66,19.98,4992.87
29.94,24.67,20.02,4806.76
29.92,24.75,20.13,4918.3
29.58,25.03,20.49,5115.45
28.92,25.53,21.12,5053.26
27.81,25.96,21.65,4912.35
26.87,25.74,21.37,4798.15
26.65,25.66,21.25,4787.31
26.42,25.61,21.17,4441.11
26.16,25.5,21.03,4345.79
25.95,25.34,20.83,4549.5
25.78,25.17,20.61,4620.26
25.6,25,20.39,4488.92
25.45,24.83,20.21,4176.47
25.31,24.72,20.06,4013.52
25.18,24.59,19.91,3732.6
25.08,24.5,19.79,3684.61
24.99,24.42,19.69,3584.26
25.16,24.51,19.79,3459.68
25.69,24.85,20.2,3400.48
26.45,25.36,20.81,3226.72
27.14,25.69,21.23,3482.54
27.68,25.79,21.38,3855.7
27.99,25.61,21.15,4025.49
28.15,25.44,20.95,3906.75
28.22,25.51,21.04,4008.3
28.14,25.62,21.21,3855.15
27.86,25.87,21.54,4133.1
27.43,26.06,21.78,3766.42
26.76,25.9,21.58,3772.81
26.23,25.63,21.23,3829.81
26.07,25.5,21.04,3825.68
25.94,25.38,20.89,3662.67
25.81,25.26,20.72,3536.58
25.68,25.12,20.57,3507.12
25.55,25,20.42,3440.45
25.42,24.89,20.28,3308.44
25.31,24.78,20.15,3162.82
25.25,24.68,20.04,3035.65
25.18,24.55,19.88,2929.87
25,24.4,19.71,2873.65
24.82,24.23,19.5,2885.92
24.92,24.26,19.52,2951.95
25.53,24.56,19.87,3069.1
26.38,24.85,20.22,3183.79
27.14,24.35,19.62,3393.96
27.64,24.17,19.4,3727.71
28.02,24.12,19.35,3940.5
28.23,24.14,19.38,4030.35
28.21,24.16,19.44,3856.37
28.16,24.29,19.59,4005.46
28.11,24.5,19.85,4010.09
27.72,24.55,19.92,3893.2
26.81,24.9,20.33,3878.83
25.97,24.33,19.66,3993.75
25.79,24.1,19.37,4039.98
25.62,23.92,19.16,3950.07
25.35,23.77,18.98,3903.37
25.06,23.64,18.82,3825.67
24.8,23.5,18.68,3967.3
24.53,23.37,18.51,3826.76
24.25,23.21,18.34,3626.93
23.96,22.95,18.07,3472.06
23.71,22.67,17.76,3348.29
23.39,22.34,17.4,3257.66
23.09,22.09,17.13,3280.7
23.84,22.4,17.43,3383.63
25.09,23.08,18.17,3562.16
26.93,23.51,18.63,3747.32
28.6,23.94,19.13,4117.28
30.05,24.41,19.7,4602.28
31.05,24.94,20.34,4842.11
31.39,25,20.43,4862.99
31.35,24.91,20.34,4625.38
30.99,25.14,20.64,4441.47
30.61,25.32,20.86,4412.14
29.83,25.28,20.81,4309.63
28.49,25.63,21.25,4314.59
27.19,25.24,20.74,4314.59
26.76,24.85,20.24,4314.59
26.32,24.51,19.82,4236.44
25.88,24.2,19.43,3918.35
25.45,23.9,19.1,3927.73
25.06,23.65,18.79,3940.18
24.7,23.36,18.47,3765.71
24.34,23.07,18.15,3538.38
23.94,22.83,17.89,3369.61
23.59,22.63,17.68,3223.56
23.26,22.44,17.46,3128.3
23,22.25,17.25,3149.6
23.79,22.45,17.45,3262.45
25.13,23.19,18.24,3438.2
27.7,23.98,19.14,3603.14
29.94,24.06,19.24,3942.49
30.95,24.5,19.76,4371.51
31.63,24.77,20.09,4624.22
32.06,24.85,20.19,4691.2
32.24,24.77,20.11,4566.06
32.03,24.72,20.08,4724.2
31.72,24.63,19.98,4767.76
30.77,24.77,20.14,4716.39
29,25.09,20.55,4628.49
27.06,24.71,20.04,4583.55
26.41,24.22,19.44,4593.8
25.84,23.8,18.94,4433.39
25.36,23.45,18.53,4333.3
24.92,23.12,18.15,4304
24.53,22.8,17.82,4316.73
24.14,22.52,17.51,4119.03
23.75,22.27,17.26,3842.41
23.38,22.13,17.1,3626.14
23.05,22.06,17.03,3445.58
22.8,21.99,16.95,3332.23
22.63,21.92,16.87,3316.68
23.85,22.35,17.32,3416.35
25.48,23.13,18.17,3496.36
27.94,24.42,19.62,3680.4
30.09,24.44,19.66,4056.44
31.11,24.84,20.15,4471.34
31.91,25.27,20.68,4691.77
32.48,25.55,21.07,4758.27
32.6,25.67,21.25,4607.38
31.67,25.6,21.16,4756.22
31.05,25.63,21.2,4852.36
30.39,25.55,21.1,4832.48
28.9,25.63,21.22,4774.81
27.3,25.42,20.91,4660.31
26.58,24.94,20.29,4718.56
25.82,24.17,19.36,4616.11
25.15,23.52,18.6,4570.82
24.71,23.21,18.26,4732.64
24.39,23.02,18.04,4746.92
24.04,22.89,17.91,4489.43
23.7,22.77,17.78,4200.39
23.43,22.64,17.65,3952.54
23.21,22.5,17.5,3784.55
23.14,22.44,17.44,3655.66
23.17,22.45,17.45,3613.24
24.25,22.92,17.95,3661.74
25.44,23.32,18.39,3762.23
27.06,24.05,19.22,3831.29
28.32,24.65,19.93,4087.54
29.25,25.02,20.38,4501.6
29.72,25.14,20.54,4468.82
30.01,25.24,20.68,4442.57
30.2,25.27,20.75,4219.38
30.27,25.13,20.59,4282.7
29.69,25.05,20.5,4257.13
28.89,25.11,20.58,4271.7
27.46,25.19,20.67,4279.56
25.94,24.77,20.13,4290.85
25.32,24.32,19.58,4249.79
24.79,23.86,19.04,4036.21
24.34,23.43,18.55,3809.04
23.96,23.1,18.17,3813.72
23.64,22.85,17.9,3783.15
23.35,22.65,17.69,3610.54
23.1,22.48,17.51,3416.3
22.85,22.33,17.36,3273.86
22.69,22.21,17.25,3141.08
22.55,22.17,17.19,3070.85
22.45,22.13,17.15,3096.11
23.57,22.62,17.67,3229.69
25.1,23.41,18.52,3416.01
27.44,23.25,18.32,3589.65
28.72,23.34,18.41,3870.31
29.67,23.69,18.82,4229.86
30.46,24.05,19.25,4410.23
30.66,24.22,19.46,4427.24
30.12,24.22,19.47,4245.29
29.36,24.21,19.47,4338.28
29.05,24.22,19.49,4405.98
28.64,24.4,19.7,4380.45
27.29,24.74,20.11,4313.19
25.9,24.34,19.6,4327.25
25.47,24.03,19.23,4320.04
25.06,23.74,18.88,4087.21
24.66,23.46,18.57,3956.2
24.32,23.26,18.33,4003.32
24.06,23.09,18.16,3978.95
23.86,22.99,18.04,3801.28
23.75,22.94,17.98,3599.57
23.64,22.9,17.95,3415.38
23.47,22.82,17.86,3273.01
23.28,22.69,17.72,3162.93
23.11,22.53,17.54,3170.68
23.81,22.76,17.77,3229.31
25.33,23.34,18.4,3318.01
27,23.81,18.92,3430.39
28.21,24.21,19.4,3711.3
29.13,24.54,19.78,4043.14
29.98,24.84,20.15,4168.81
30.55,25.03,20.39,4209.1
30.78,25.09,20.49,4040.59
30.76,25.12,20.55,4161.15
30.36,25.33,20.81,4222.06
29.57,25.59,21.15,4212.75
28.15,25.94,21.58,4211.42
26.85,25.6,21.13,4214.91
26.47,25.41,20.86,4265.71
26.14,25.25,20.65,4194.74
25.84,25.11,20.46,4088.41
25.56,24.97,20.3,4165.28
25.31,24.84,20.14,4197.84
25.08,24.72,19.99,4015.17
24.9,24.58,19.82,3812.32
24.7,24.44,19.67,3621.07
24.53,24.32,19.53,3458.85
24.38,24.22,19.4,3364.82
24.27,24.13,19.29,3335.63
25.21,24.41,19.61,3335.99
26.85,25.05,20.36,3375.31
28.6,25.32,20.7,3449.68
29.57,25.33,20.69,3610.18
30.18,25.33,20.72,3838.65
30.72,25.39,20.79,3972.2
31.03,25.4,20.82,4083.53
31.16,25.36,20.8,4017.78
31.16,25.25,20.68,4149.6
30.99,25.35,20.82,4200.69
30.41,25.72,21.29,4133.98
29.13,26.07,21.74,4075.81
27.81,25.71,21.26,4126.06
27.36,25.34,20.78,4306.83
26.82,25.11,20.48,4317.72
26.34,24.9,20.2,4351.6
25.88,24.66,19.92,4495.54
25.45,24.43,19.65,4568.53
25.06,24.22,19.39,4364.51
24.72,24.02,19.19,4124.29
24.41,23.88,19.02,3930.43
24.12,23.84,18.98,3737.41
23.9,23.81,18.93,3629.72
23.75,23.73,18.82,3592.35
24.84,24.05,19.2,3625.3
26.52,24.7,19.94,3753.64
28.54,25.19,20.55,3885.84
29.93,25.55,21,4246.34
30.96,25.77,21.29,4668.17
31.71,25.93,21.52,4797.04
32.17,26.04,21.67,4861.01
32.34,26.04,21.7,4797.99
32.33,26.08,21.77,4963.5
31.98,26.29,22.05,5059.27
31.25,26.57,22.44,5049.43
29.77,26.93,22.92,4927.44
28.41,26.67,22.54,4816.02
27.98,26.4,22.16,4909.07
27.54,26.16,21.84,4808.82
27.15,26.01,21.63,4865.07
26.77,25.86,21.45,5046.1
26.42,25.72,21.28,5075.09
26.11,25.57,21.08,4835.87
25.83,25.39,20.87,4522.62
25.6,25.24,20.68,4292.77
25.44,25.08,20.49,4090.77
25.37,24.92,20.3,3928.97
25.28,24.77,20.09,3875.88
25.66,24.78,20.09,3885.97
26.7,25.1,20.47,3938.36
28.29,25.52,21.01,4072.4
29.59,25.74,21.26,4404.49
30.48,25.84,21.4,4804.16
31.03,25.87,21.47,5017.18
31.45,25.93,21.56,5108.58
31.81,25.94,21.59,5013.63
31.74,25.65,21.24,5213.07
31.18,25.8,21.43,5204.31
30.26,25.88,21.53,4862.38
28.71,26.29,22.07,4750.91
27.67,25.94,21.59,4715.17
27.21,25.7,21.27,4662.41
26.83,25.58,21.11,4578.85
26.5,25.53,21.03,4484.23
26.23,25.45,20.94,4641.13
25.96,25.35,20.82,4691.79
25.73,25.23,20.67,4453.35
25.51,25.07,20.5,4167.26
25.36,24.94,20.34,3943.86
25.37,24.85,20.23,3763.55
25.38,24.75,20.11,3645.81
25.33,24.67,20,3625.81
25.54,24.74,20.09,3670.46
26.19,25.09,20.49,3771.49
26.83,25.53,21.04,3856.93
27.73,25.82,21.39,4160.09
28.32,25.74,21.3,4483.9
28.67,25.65,21.19,4591.96
28.59,25.54,21.05,4605.04
28.38,25.48,20.98,4436.23
28.11,25.5,21.01,4595.07
27.78,25.61,21.17,4628.8
27.22,25.7,21.27,4557.04
26.37,25.4,20.88,4504.97
25.78,24.95,20.32,4494.07
25.5,24.71,20.02,4482.21
25.29,24.53,19.78,4291.76
25.11,24.36,19.59,4207.79
24.87,24.2,19.4,4326.85
24.61,24.05,19.22,4366.68
24.39,23.89,19.05,4136.11
24.22,23.75,18.89,3868.97
24.13,23.63,18.75,3653.1
24.05,23.51,18.62,3474.51
23.93,23.38,18.46,3384.07
23.8,23.27,18.33,3364
24.01,23.37,18.43,3453.94
24.64,23.74,18.83,3586.96
25.64,24.28,19.44,3712.84
26.83,24.37,19.56,4047.81
27.66,24.45,19.64,4478.8
28.25,24.44,19.65,4675.72
28.62,24.42,19.62,4802.85
28.77,24.41,19.64,4618
28.78,24.43,19.66,4776.15
28.41,24.53,19.79,4827.33
27.87,24.38,19.61,4730.24
26.61,24.67,19.96,4687.44
25.48,24.09,19.27,4697.78
24.99,23.65,18.74,4571.6
24.56,23.2,18.23,4244.26
24.1,22.74,17.71,3984.72
23.65,22.31,17.25,3995.9
23.24,21.96,16.88,4011.56
22.88,21.68,16.61,3867.21
22.56,21.49,16.41,3657
22.27,21.37,16.29,3488.22
22.02,21.29,16.21,3329.31
21.79,21.23,16.15,3246.69
21.61,21.18,16.08,3273.02
22.29,21.42,16.31,3354.76
23.5,22.1,17,3521.2
26.13,22.95,17.91,3652.42
28.4,23.57,18.6,4034.87
29.52,24.08,19.19,4542.62
30.31,24.33,19.49,4752.02
30.76,24.38,19.59,4806.96
30.91,24.38,19.59,4591.41
30.81,24.38,19.62,4708.34
30.47,24.54,19.82,4669.2
29.7,24.77,20.1,4546.83
28.27,25.32,20.78,4505.82
27.11,25,20.36,4470.99
26.79,24.68,19.96,4537.38
26.43,24.32,19.53,4311.9
26.16,24.03,19.17,4139.79
25.8,23.83,18.94,4188.34
25.34,23.71,18.79,4190.88
24.88,23.59,18.66,3992.18
24.44,23.47,18.53,3749.43
24.16,23.36,18.41,3562.74
23.87,23.12,18.16,3416.38
23.59,22.88,17.88,3310.24
23.37,22.66,17.65,3294.99
24.29,23.18,18.21,3388.48
25.59,23.52,18.59,3471.78
27.76,24.24,19.4,3522.28
29.84,24.21,19.37,3771.16
30.71,24.37,19.56,4137.61
31.12,24.48,19.71,4328.89
31.31,24.58,19.84,4385.59
31.33,24.64,19.94,4250.79
31.18,24.61,19.91,4335.55
30.66,24.83,20.19,4376.42
29.9,25.14,20.58,4332.09
28.42,25.47,20.99,4249.56
27.13,25.34,20.79,4336.23
26.6,24.96,20.32,4410.47
26.14,24.69,19.98,4266.9
25.75,24.54,19.79,4151.4
25.36,24.42,19.65,4154.23
25.03,24.32,19.52,4133.74
24.7,24.21,19.41,3947.91
24.41,24.12,19.31,3736.64
24.18,24,19.19,3555.48
23.94,23.85,19.01,3395.78
23.74,23.7,18.83,3307.95
23.58,23.56,18.65,3282.12
24.59,24,19.16,3300.3
26.16,24.52,19.77,3334.31
27.84,24.68,19.94,3396.35
29.01,24.69,19.95,3609.63
29.79,24.78,20.07,3858.82
30.33,24.84,20.14,3994.78
30.62,24.85,20.17,4051.45
30.68,24.77,20.08,3915.64
30.64,24.65,19.97,4050.94
30.25,24.8,20.15,4088.55
29.46,25.09,20.5,4052.13
28.02,25.42,20.89,4018.59
26.78,25.11,20.51,4121.51
26.31,24.78,20.09,4211.82
25.87,24.49,19.75,4155.14
25.48,24.28,19.48,4180.69
25.12,24.11,19.28,4255.03
24.82,23.97,19.1,4284.03
24.53,23.79,18.91,4108.96
24.2,23.6,18.69,3865.66
23.9,23.39,18.45,3673.03
23.58,23.14,18.18,3523.91
23.23,22.89,17.89,3416.14
22.98,22.69,17.67,3411.37
23.67,22.86,17.85,3499.98
24.98,23.45,18.51,3632.16
27.43,23.7,18.78,3785.89
28.89,23.9,19,4146.89
29.98,24.12,19.26,4585.9
30.81,24.28,19.47,4760.4
31.39,24.36,19.59,4833.64
31.65,24.29,19.51,4688.17
31.58,24.13,19.33,4856.15
31.19,24.21,19.43,4922.17
30.58,24.4,19.68,4872.98
28.98,24.98,20.39,4747.68
27.58,25.05,20.43,4754.38
26.9,24.68,19.97,4785.06
26.39,24.32,19.54,4677.72
25.91,23.94,19.09,4652.7
25.4,23.57,18.65,4796.19
24.97,23.32,18.38,4787.44
24.59,23.07,18.11,4542.16
24.27,22.8,17.8,4231.9
23.97,22.56,17.55,4011.87
23.69,22.44,17.41,3834.89
23.48,22.4,17.37,3705.19
23.36,22.44,17.4,3659.16
23.92,22.8,17.78,3736.71
25.16,23.44,18.48,3836.34
27.16,24.37,19.54,3930.67
29.63,24.25,19.39,4263.38
30.9,24.27,19.43,4653.75
31.67,24.27,19.43,4841.63
32.08,24.23,19.41,4942.81
32.21,24.2,19.38,4817.61
31.99,24.3,19.52,5015.72
31.34,24.36,19.6,5084.22
29.99,24.71,20.03,5040.83
28.1,25.19,20.59,4935.88
26.97,24.62,19.89,4870.24
26.49,24.3,19.49,4892.4
26.07,24.14,19.29,4799.62
25.72,24.12,19.25,4789.32
25.42,24.13,19.27,4945.44
25.14,24.14,19.29,4993.17
24.9,24.12,19.27,4738.09
24.69,24.06,19.2,4433.35
24.38,23.95,19.07,4198.07
24.04,23.8,18.89,3994.14
23.79,23.6,18.66,3861.39
23.57,23.4,18.43,3790.19
24.11,23.45,18.46,3817.67
25.53,23.94,19.01,3875.48
27.08,23.99,19.06,4008.26
28.08,23.56,18.58,4346.77
28.92,23.46,18.46,4752.98
29.59,23.67,18.72,4946.5
30.04,23.92,19.04,5021.8
30.24,24.06,19.21,4894.67
30.24,24.14,19.32,5068.93
29.76,24.36,19.58,5176.92
28.92,24.72,20.01,5131.62
27.4,25.12,20.49,4985.23
26.31,24.71,19.98,4952.67
25.92,24.44,19.64,4965.7
25.59,24.22,19.37,4851.71
25.34,24.04,19.14,4820.21
25.11,23.86,18.95,5009.11
24.91,23.73,18.8,5073.2
24.74,23.64,18.69,4730.87
24.6,23.57,18.6,4441.31
24.41,23.5,18.53,4201.51
24.18,23.44,18.46,4011.34
23.99,23.37,18.37,3877.04
23.81,23.29,18.28,3839.1
24.19,23.42,18.43,3879.05
25.3,23.96,19.01,3948.38
27.45,24.58,19.74,4078.17
29.11,24.95,20.19,4521.93
30.18,25.12,20.4,4904.77
30.85,25.05,20.33,5049.03
31.21,24.87,20.13,5061.8
31.35,24.67,19.91,4951.53
31.19,24.71,19.98,5184.09
30.76,24.94,20.26,5207.1
29.97,24.78,20.07,5114.7
28.64,25.83,21.38,5036.74
27.69,25.48,20.91,4931.63
27.2,25.18,20.52,5010.62
26.76,24.91,20.17,4854.18
26.41,24.73,19.94,4914.06
26.09,24.61,19.79,5065.67
25.8,24.52,19.72,5041.13
25.56,24.51,19.68,4861.95
25.33,24.47,19.65,4536.51
25.09,24.37,19.55,4298.08
24.87,24.25,19.4,4089.83
24.64,24.09,19.22,3938.71
24.42,23.96,19.05,3892.76
25.12,24.35,19.5,3921.99
26.45,24.73,19.95,3988.81
28.55,24.84,20.07,4079.38
30.16,24.93,20.17,4455.72
31.08,24.97,20.24,4863.93
31.65,24.92,20.18,5084.97
32.05,24.86,20.14,5145.12
32.24,24.7,19.97,5000.86
32.15,24.59,19.84,5102.45
31.78,24.78,20.07,5180.72
31.32,24.96,20.33,5172.42
30.19,25.72,21.28,5093.37
29.45,25.43,20.87,5040.37
28.88,25.14,20.49,5051.88
28.07,25.17,20.5,4908.17
27.25,25.09,20.41,4864.59
26.6,24.88,20.16,5069.03
26.07,24.66,19.89,5121.12
25.64,24.44,19.64,4948.02
25.3,24.22,19.4,4633.86
25.18,23.97,19.11,4388.8
25.28,23.79,18.9,4168.27
25.22,23.71,18.8,4018.18
25.14,23.68,18.76,3931.59
25.64,24.38,19.58,3834.16
26.89,24.88,20.16,3748.16
29.25,25.18,20.53,3592.17
31.34,24.89,20.17,3516.47
31.95,24.91,20.19,3668.38
32.11,24.89,20.17,3810.16
32.15,24.87,20.17,3911.45
32.06,24.85,20.15,3924.4
31.88,24.77,20.07,4014.85
31.6,24.94,20.29,4083.24
30.9,25.15,20.56,3991.46
29.42,25.96,21.59,3924.3
28.51,25.19,20.59,4043.49
28.35,24.48,19.72,4234.9
28.34,23.81,18.9,4394.63
28.23,23.29,18.32,4582.28
27.95,22.93,17.93,4779.43
27.3,22.91,17.9,4830.41
26.56,22.96,17.95,4632.06
25.82,23.01,18.03,4368.2
25.17,23,18.02,4154.49
24.73,22.89,17.92,3974.94
24.4,22.76,17.77,3812.73
24.12,22.63,17.63,3721.45
24.87,23.34,18.4,3662.82
26.49,23.29,18.33,3585.86
28.32,24.02,19.16,3597.02
30.81,24.15,19.3,3788.95
31.89,24.47,19.7,4094.84
32.51,24.73,20.01,4275.76
32.81,24.86,20.19,4401.57
32.81,24.91,20.27,4417.7
32.6,24.94,20.33,4594.65
31.97,24.88,20.26,4631.73
30.68,25.25,20.72,4533.56
28.91,25.87,21.49,4373.93
27.87,25.46,20.96,4424.48
27.51,25.15,20.56,4581.73
27.27,24.77,20.1,4611.1
27.16,24.35,19.59,4726.71
27.17,23.84,18.99,4970.06
27.23,23.3,18.37,5070.68
27.18,22.87,17.92,4864.43
27.04,22.61,17.65,4584.6
26.32,22.59,17.6,4341.74
25.54,22.64,17.66,4137.03
24.86,22.59,17.61,3984.63
24.37,22.49,17.49,3889.9
24.79,23.28,18.37,3850.7
26.3,23.54,18.63,3893.26
28.57,23.77,18.88,4004.8
31.27,22.55,17.53,4350.55
32.26,22.37,17.34,4732.53
32.78,22.56,17.56,4802.43
